,日期,净值,沪深300收益
407,20160720,1.4604493565491432,0.9369547859833222
408,20160721,1.4696501874954027,0.9412719019637067
409,20160722,1.4568642308641926,0.9333538130289644
410,20160725,1.4610891371336987,0.9350100059181787
411,20160726,1.4806677315712904,0.9462106148104954
412,20160727,1.458457715597721,0.9313514428635302
413,20160728,1.4638540091454326,0.9321888144976567
414,20160729,1.4593160617170817,0.927209412363929
415,20160801,1.4439932430690525,0.9193605762482799
416,20160802,1.4519352059059325,0.9229039012228492
417,20160803,1.4529515605500665,0.9241929933973964
418,20160804,1.4561480539832765,0.926444939957256
419,20160805,1.457312972426463,0.9275508145815818
420,20160808,1.475820847176279,0.9359645256558109
421,20160809,1.483790279751031,0.9425622096077072
422,20160810,1.47533267515645,0.9386147121001431
423,20160811,1.4701690107934025,0.9357263804621968
424,20160812,1.5008955431189845,0.9533429606231307
425,20160815,1.5439712452064993,0.9820483554264199
426,20160816,1.5356338004823842,0.9776556488219352
427,20160817,1.5330232230215641,0.9761515053733879
428,20160818,1.5330232230215641,0.9736735393746988
429,20160819,1.534709548566888,0.9738282512722637
430,20160822,1.5195159240360758,0.9656600650276157
431,20160823,1.5193639724436723,0.9671171524444683
432,20160824,1.5164771808960293,0.9636540195140727
433,20160825,1.5117761016352516,0.9576082165735048
434,20160826,1.5132878777368866,0.9570635994391478
435,20160829,1.5143471792513024,0.9572635731039761
436,20160830,1.5155586569947033,0.9584807789422811
437,20160831,1.5225302268168788,0.9630551692902961
438,20160901,1.510654491047707,0.9554680063841087
439,20160902,1.5136758000298025,0.9590963274011671
440,20160905,1.5142812703498143,0.9607071427641223
441,20160906,1.5266983767666829,0.96734754178538
442,20160907,1.5273090561173894,0.9668241085472101
443,20160908,1.524559899816378,0.9664614356141231
444,20160909,1.5158699083874247,0.9602336016530384
445,20160912,1.4872199671189024,0.9441894916877807
446,20160913,1.4873686891156142,0.9435321831712467
447,20160914,1.479634371932213,0.9372803002788345
448,20160915,1.479634371932213,0.9372803002788345
449,20160916,1.479634371932213,0.9372803002788345
450,20160919,1.4919153372192502,0.9443399494422587
451,20160920,1.4896774642134214,0.9426843642877711
452,20160921,1.494742367591747,0.9453563423630174
453,20160922,1.5044581929810934,0.9524421819991867
454,20160923,1.5006970474986407,0.9479696595672639
455,20160926,1.4765358250339127,0.9319420452588734
456,20160927,1.4859856543141297,0.9378662433746063
457,20160928,1.4807847045240303,0.9350115686646188
458,20160929,1.4884847849875553,0.9389175665722749
459,20160930,1.4914617545575304,0.9414924517899959
460,20161003,1.4914617545575304,0.9414924517899959
461,20161004,1.4914617545575304,0.9414924517899959
462,20161005,1.4914617545575304,0.9414924517899959
463,20161006,1.4914617545575304,0.9414924517899959
464,20161007,1.4914617545575304,0.9414924517899959
465,20161010,1.509806734138588,0.9532373884191807
466,20161011,1.5159969417485561,0.9569093795173139
467,20161012,1.5159969417485561,0.9550145783985032
468,20161013,1.5155421426660316,0.9557773144202428
469,20161014,1.5178154558800308,0.9567041388181875
470,20161017,1.5047622429594625,0.9486098646922041
471,20161018,1.5271832003795582,0.9611852563555305
472,20161019,1.5256560171791786,0.9597117311613087
473,20161020,1.5276393700015116,0.9603957800058169
474,20161021,1.5317639963005156,0.9630395997053933
475,20161024,1.5469284598638908,0.9745685589886137
476,20161025,1.5481660026317818,0.9745329341577302
477,20161026,1.538722190015728,0.9708707825742195
478,20161027,1.5362602345117027,0.9682357316185568
479,20161028,1.5334949660895816,0.9666241348823816
480,20161031,1.5353351600488891,0.9655104175861066
481,20161101,1.5470037072652607,0.9721010691790227
482,20161102,1.537102883538763,0.9646638141720845
483,20161103,1.5560092490062898,0.9738471489282888
484,20161104,1.5527416295833767,0.9706897933846628
485,20161107,1.5513441621167516,0.9713891802960827
486,20161108,1.5553776569382551,0.9755929971595636
487,20161109,1.5418458713228922,0.9703656103175994
488,20161110,1.5600396526045024,0.9812345696876388
489,20161111,1.575796053095808,0.9889352053492233
490,20161114,1.5813113392816434,0.9927052153768462
491,20161115,1.5798881590762899,0.9925956784272983
492,20161116,1.578940226180844,0.9925153416843802
493,20161117,1.5813086365201154,0.99452459951005
494,20161118,1.572611439019255,0.989003011180872
495,20161121,1.5867649419704282,0.9958487666602517
496,20161122,1.6026325913901325,1.0037357453649374
497,20161123,1.6053570667954957,1.005577818261271
498,20161124,1.61097581652928,1.0096326532974673
499,20161125,1.630951916654243,1.019054914620506
500,20161128,1.6394328666208453,1.0230434776317445
501,20161129,1.6392689233341833,1.0314243420909837
502,20161130,1.6220565996391745,1.0238886051185734
503,20161201,1.6322755562169011,1.0317124662309305
504,20161202,1.6156263455434887,1.0212706286147555
505,20161205,1.5978544557425103,1.0040377605843513
506,20161206,1.5960968158411935,1.0010702787331915
507,20161207,1.6047157386467361,1.0058725406639646
508,20161208,1.6003830061523898,1.004250554557938
509,20161209,1.611425648894841,1.0110681227218992
510,20161212,1.5725902907564755,0.9866079575627522
511,20161213,1.5689733330877356,0.9854087233085078
512,20161214,1.5561077517564161,0.9778582849436616
513,20161215,1.5417915604402572,0.9667131535499666
514,20161216,1.5445667852490497,0.968332824476082
515,20161219,1.5396241715362526,0.963399233964847
516,20161220,1.5330037875986469,0.9576348411424834
517,20161221,1.546340920550755,0.9661639349955361
518,20161222,1.5460316523666449,0.9653351005873322
519,20161223,1.533972605478185,0.9572108738212478
520,20161226,1.5410288794633846,0.9614943907531714
521,20161227,1.5379468217044578,0.9597535490984546
522,20161228,1.5324102131463218,0.9555582984006448
523,20161229,1.531950490082378,0.9543648520961784
524,20161230,1.540376217777831,0.9579290715694461
525,20170102,1.540376217777831,0.9579290715694461
526,20170103,1.5590147700129429,0.9672321590065562
527,20170104,1.5697719719260321,0.974780947805716
528,20170105,1.5697719719260321,0.9746297376177667
529,20170106,1.5644347472214837,0.9688062787679191
530,20170109,1.5750729035025897,0.9735046180604292
531,20170110,1.5700326702113814,0.9718753680774312
532,20170111,1.5598274578550075,0.9649945955018948
533,20170112,1.5526522515488743,0.9601120836474503
534,20170113,1.555912821277127,0.9607742540417977
535,20170116,1.5551348648664884,0.960639192233729
536,20170117,1.5577785941367615,0.9626391604000052
537,20170118,1.5677483771392366,0.9664039323330792
538,20170119,1.5625748074946773,0.9634879053554453
539,20170120,1.5742941185508874,0.9708964810712337
540,20170123,1.5785447126709746,0.9735565359699374
541,20170124,1.5837539102227889,0.9736636419805785
542,20170125,1.589455424299591,0.9769781982401738
543,20170126,1.5943827361149199,0.9804672901253235
544,20170127,1.5943827361149199,0.9804672901253235
545,20170130,1.5943827361149199,0.9804672901253235
546,20170131,1.5943827361149199,0.9804672901253235
547,20170201,1.5943827361149199,0.9804672901253235
548,20170202,1.5943827361149199,0.9804672901253235
549,20170203,1.58051160631072,0.9736756230366189
550,20170206,1.5895205224666913,0.9761970854778894
551,20170207,1.588248906048718,0.9740207584818787
552,20170208,1.5949195514541226,0.9791149935392011
553,20170209,1.6033726250768296,0.9828784921233238
554,20170210,1.6115498254647216,0.9878545083064315
555,20170213,1.6212191244175098,0.9944493561629366
556,20170214,1.6244615626663448,0.9943131078251635
557,20170215,1.617313931790613,0.990235178869353
558,20170216,1.6270178153813566,0.9957973986059724
559,20170217,1.6138389710767675,0.9901566942703638
560,20170220,1.640951465790857,1.0046123014190607
561,20170221,1.646202510481388,1.00792023047616
562,20170222,1.6526227002722653,1.009926825844932
563,20170223,1.6460122094711762,1.0051711279701228
564,20170224,1.6437077923779166,1.0053239587840097
565,20170227,1.6297362761427043,0.997328224502996
566,20170228,1.6367441421301179,0.9992346304611115
